Gene Symbol	CRISPR score 
ZFYVE20	-0.56
GALNT15	-0.18
SLC6A6	-0.39
KCNC3	-0.64
NAPSA	-0.33
NR1H2	0.11
LRRC4B	-0.15
PDLIM4	-0.31
KIF3A	-0.45
MGAT1	-0.74
GFPT2	0.17
TUBG1	-1.95
PSME3	-1.52
RPL27	-1.74
PSMC3IP	-1.23
AOC3	-0.26
ACLY	-0.68
VPS25	-2.08
RAMP2	-0.82
AOC2	-0.86
G6PC	-0.03
NDUFA2	-0.82
ANKHD1	-0.46
DIAPH1	-0.42
NDFIP1	-0.05
UBE2D2	-1.14
EXOC4	-1.03
ACAP3	-0.46
C1orf159	-1.39
ANO1	-0.88
PPFIA1	-0.50
TMEM204	-0.53
KREMEN2	-0.91
THOC6	-0.89
TRAF7	0.15
BARX1	-0.30
NINJ1	-0.62
CA6	-0.04
NPHP4	-0.67
MAP1B	-0.54
RHOXF2	-0.74
IL13RA1	-0.47
WDR44	-0.95
CKMT2	-0.39
ZCCHC9	-1.62
KRT34	-0.10
KRT33B	-0.52
TNS4	-1.25
TOP2A	-2.51
STARD3	-0.95
RARA	-0.84
PPP1R1B	-1.34
KHDRBS3	-0.05
CHD1L	-0.26
PEX11B	-0.40
FMO5	-0.45
PIAS3	-0.71
PRKAB2	-0.78
RBM8A	-1.31
FSHB	0.31
PDHA1	-0.80
RAI2	-0.26
MCCC2	-0.56
ZNF304	0.10
ZSCAN5A	-0.45
ZNF132	0.11
USP29	0.07
VIMP	0.35
CHSY1	-0.40
SNRPA1	-1.63
LLGL1	-0.22
NR0B2	-0.58
LIN28A	-0.20
THAP1	-1.40
RHPN2	-0.32
C19orf12	-0.73
C19orf40	-1.23
ACTR10	-2.06
ABHD12B	-0.01
GCH1	0.08
LGALS3	-0.15
PODNL1	-0.01
DNAJB1	-0.28
ZSWIM4	-0.71
FBXW9	-1.25
RFX1	-0.32
ZNF20	-0.28
C19orf57	-0.46
DCAF15	-0.39
CC2D1A	-0.65
RTBDN	0.04
MATN3	-1.07
TRIM21	-0.74
SPATA6	0.06
LRRC41	-0.73
LHX1	-0.66
GAS2L2	-0.99
CCT6B	-0.43
ACACA	-0.46
DHX30	-1.93
RAF1	-1.33
SLC6A11	-0.11
PPARG	-0.77
NUP210	-0.63
FCRLA	0.67
HSD17B7	-2.02
ENOSF1	0.35
EMILIN2	-0.61
SLX1A	-1.23
ARFIP2	-0.19
TRIM5	-0.73
CNGA4	0.09
TRIM22	-0.04
RRP8	-1.05
TIMM10B	-0.32
EFR3A	-0.71
PTCD3	-1.82
IMMT	-1.16
MRPL35	-1.69
IQCA1	-0.43
ILKAP	0.44
PER2	-1.09
RAMP1	0.05
SCLY	-1.11
PTPRE	-0.71
RAN	-2.23
PRKAA1	-1.03
CARD6	-0.43
RAP1GAP2	-1.53
CLUH	-0.29
INPP5K	-0.27
MYBBP1A	-1.70
RPA1	-2.53
SERPINF1	-0.50
UBE2G1	-0.06
EEFSEC	-1.79
TBC1D14	0.55
TMEM128	-0.55
COQ3	-1.37
PNISR	-1.69
POPDC3	-0.32
SEC61G	-1.10
LANCL2	-0.34
FIGNL1	-0.95
DDC	-0.02
FTHL17	-0.33
GRSF1	-0.98
ENAM	-0.26
IGJ	0.14
ANKRD17	-0.73
UTP3	-2.67
ITGB4	0.01
WBP2	-0.16
H3F3B	0.19
UNK	-0.89
TRIM47	-0.20
ZRANB2	-0.60
ANKRD20A3	-0.88
EIF5A	-1.09
KDM6B	-0.38
CLEC10A	-0.30
SLC52A1	-0.33
GUCY2D	-0.98
GPS2	-0.19
XAF1	-0.05
DLG4	-1.09
HRSP12	-0.66
VPS13B	-0.01
RGS22	-0.65
MATN2	-0.81
REEP2	-0.08
PCBD2	-0.05
SDF2	-0.53
FLOT2	-1.06
ERAL1	-1.91
PRMT7	-0.36
NIP7	-1.66
TERF2	-2.72
VPS4A	-0.86
MTSS1L	-0.70
HSPA12B	-0.02
ANKEF1	-0.46
SCP2D1	0.62
PCED1A	-0.89
SNAP25	0.15
BTBD3	-0.60
PCNA	-1.56
NXT1	0.52
POLR3F	-1.23
RIN2	-1.14
PTPRA	-0.57
SSTR4	-0.68
DAP3	-2.06
KIAA0907	-0.27
ATP1A4	0.51
NES	-0.54
BCAN	-0.52
CRP	0.13
ARHGEF11	-0.02
RAB25	-0.62
HAPLN2	-0.61
APCS	0.11
FCRL2	-0.35
DCAF8	-0.06
SYT11	-0.56
IGHMBP2	-1.07
ACY3	0.36
ALDH3B2	-0.32
MTL5	0.14
MMACHC	-0.18
DPH2	-0.72
TOE1	-1.45
NASP	-1.38
MUTYH	-1.03
CTNNBL1	-1.44
LPIN3	-0.32
ZSWIM3	-0.14
RBM38	-0.71
VSTM2L	-0.70
OSER1	-0.79
SERINC3	-0.87
PPP1R3D	-0.22
DMGDH	0.13
BHMT2	-0.13
AP3B1	-0.57
ZBED3	-0.08
INADL	-0.01
KANK4	-0.78
ANGPTL3	0.08
SYT4	-0.30
SLC14A2	0.12
FBXO44	-0.32
RSG1	0.35
CASP9	0.28
NMUR2	-0.55
DCTN4	-0.55
PDE6A	-0.67
ATP8A2	-0.16
MTUS2	-0.80
ZMYM5	-0.16
USPL1	-2.48
XPO4	-0.65
TPTE2	0.06
POMP	-1.33
CDK8	-0.38
ALOX5AP	-0.03
WASF3	-0.46
RNF17	0.01
GPR12	-0.69
CHRM3	-0.53
MYH8	0.01
MYH10	0.01
PEMT	-0.03
SCO1	-0.29
MPRIP	-1.41
CHI3L1	-0.26
MYBPH	-0.41
PIK3C2B	-0.44
DSTYK	-0.36
CHIT1	0.27
SLC41A1	-0.84
LGR6	-0.18
TMCC2	-1.10
DCLK1	-0.35
CCNA1	0.49
COG6	0.15
SPG20	0.28
RXFP2	-0.23
EPSTI1	-0.26
TRPC4	0.21
POSTN	0.23
RFXAP	-0.44
TPT1	-2.06
GPALPP1	-0.06
STOML3	-0.96
KL	-0.44
RFC3	-2.44
STARD13	-0.87
IRS4	-1.28
MORC4	-0.73
BEX2	-0.14
RNF128	-0.53
TBC1D8B	-0.06
TCEAL4	-1.39
BEX1	-0.15
FAM104A	-0.69
SLC39A11	-0.35
EPHB2	-0.17
SRRM1	-1.64
BTBD2	-0.21
PRAM1	-1.18
SUV420H2	-0.41
ZNF414	0.17
PDE6B	-1.00
HSPBP1	-0.93
CSNK1G2	0.18
ANKRD32	-0.43
CNDP2	-0.12
MACROD1	-0.44
WDR74	-2.65
LGALS12	-0.11
RTN3	-0.86
RARRES3	-0.30
HRASLS2	-0.24
MYH11	-0.31
FOPNL	-0.08
MED10	-1.10
PDZD2	-1.66
MORC2	-1.41
LARGE	-0.85
GSTT2B	-0.61
MYO18B	-1.11
SLC2A11	-1.10
C1QTNF6	-1.05
FAM83F	-0.08
SEC14L4	-0.09
GIMAP6	-0.16
GIMAP4	-0.23
ADCK2	-1.06
MKRN1	0.34
AGAP3	-0.44
ACTR3B	0.28
NTS	0.11
BTG1	-0.19
LRRIQ1	-0.53
C12orf29	-0.07
ATP13A3	-0.46
SFTPD	-0.72
DYDC2	-0.34
TMEM254	-0.30
TMTC1	-0.27
KRAS	-0.27
IPO8	-0.30
LARS	-1.62
SPINK5	-0.19
IMPA1	-0.04
LRRCC1	-0.22
E2F5	-0.57
CA1	-0.31
CCDC59	-1.63
SWAP70	-0.17
ARNTL	-0.06
LYVE1	0.09
AMPD3	-0.56
MICALCL	-0.62
SBF2	-0.15
MICAL2	-1.47
RRAS2	-0.78
HSD17B4	-0.39
ZFC3H1	-1.66
TEX15	0.13
TMEM66	-1.04
RNF122	-0.15
DUSP26	-0.11
DPF2	-0.61
MEN1	-1.07
C14orf1	-0.39
GSC	-0.37
C14orf159	-0.23
UNC79	-0.85
NUMB	-0.37
CATSPERB	0.04
VRTN	-1.93
COX16	-0.45
TTC9	-0.42
MED6	-0.87
EIF2S1	-1.76
ADAM20	-0.55
LOXL2	-0.27
ELP3	-1.59
PEBP4	-0.24
ADAMDEC1	0.01
CTIF	-0.08
MRO	0.10
MBD2	0.13
IER3IP1	-0.50
MRPS36	-0.44
CCNB1	-1.32
CDK7	-1.17
CD180	0.05
IRAK2	-0.44
CAMK1	-0.96
THUMPD3	0.33
VHL	-1.01
BHLHE40	-0.60
ARL8B	-0.33
EDEM1	-0.51
CNTN6	-0.33
CHL1	-1.28
MEIS2	-0.41
DPH6	-1.88
KATNBL1	-0.53
EMC7	-1.00
TRPM1	-0.51
GNAT2	-0.57
GSTM1	0.46
PRPF38B	-2.30
REG4	-0.11
TSPAN2	-0.20
TSHB	0.15
GSTM5	-0.04
GSTM3	-0.65
SYT6	-0.51
VAV3	-0.34
CHIA	-0.24
PSRC1	-0.30
HMGCS2	0.32
PTPN22	-0.76
SORT1	0.23
WNT2B	-0.78
PTGFRN	-0.04
LAMTOR5	-0.69
ADAM30	-0.96
NOTCH2	-1.38
TRIM45	-0.85
CEPT1	-0.52
CD101	-0.90
VTCN1	0.34
NGF	-0.53
AP4B1	-0.85
NAPG	-1.57
SPIRE1	-0.35
PPHLN1	-0.47
FKBP11	0.39
ARF3	-0.33
TMEM106C	-0.57
SLC38A2	-0.31
YWHAQ	0.01
KIDINS220	-0.45
GRHL1	-0.44
ROCK2	1.25
RSAD2	-0.61
MYCN	-1.31
LPIN1	-0.21
CMPK2	-0.55
IAH1	0.07
LDHA	-0.49
SAA2	0.41
ANO3	-0.39
IL6ST	-0.04
FST	0.30
CFHR4	0.42
NAV1	-0.83
CDC73	-2.70
TIMM17A	-0.85
CRB1	0.16
CFHR5	-0.04
ERN2	-0.83
RPS15A	-1.62
RAX	-0.11
NARS	-2.73
GRP	0.23
KIAA1468	-0.26
FBXO18	0.03
RBM17	-1.51
IL2RA	-0.11
ANKRD16	-0.60
ECHDC3	-0.37
IL15RA	0.00
CCNH	-1.87
HRH4	0.45
TMEM241	-0.49
KCTD1	0.36
CABLES1	-0.75
DOCK2	-0.97
EMP1	-0.87
SOX5	-0.47
RERG	0.02
SLCO1B1	0.13
KLRD1	0.06
KLRC1	-0.26
C12orf39	0.06
PRH2	0.04
LRP4	-0.64
MYBPC3	-0.34
DDB2	-0.32
ACP2	-0.85
USP26	0.23
FAM127A	-0.24
RAB33A	-0.29
SOX3	-0.37
RBMX2	-1.18
MST4	0.00
PIWIL4	-0.37
MTNR1B	-0.20
PUM1	-1.12
SPOCD1	-1.14
YARS	-2.09
PHC2	-0.17
CDCA8	-1.98
GNL2	-1.67
AGO4	-0.70
HOOK1	-0.28
CYP2J2	-0.55
BTF3L4	-1.67
ZCCHC11	0.02
PRPF38A	-2.08
DSC2	-0.16
DSG3	-1.35
RNF138	0.47
ELP2	-1.36
DSG1	0.16
DSC3	0.05
DSC1	0.17
DTNA	-0.36
FHOD3	-0.78
TPGS2	-0.55
DAGLA	-0.35
SLC43A3	-0.49
TIMM10	-2.19
GIF	-0.14
DHX34	-0.31
APLNR	-0.14
FADS2	-1.52
TMEM258	-1.12
TCN1	-0.29
C5AR2	-0.44
TMEM165	-1.19
CLOCK	-0.65
PDGFRA	-0.53
GGACT	0.36
COL4A2	-1.88
CLDN10	-0.77
DZIP1	-0.35
UBAC2	-1.22
ARGLU1	-1.17
BIVM	0.02
ERCC5	-0.73
TPP2	-0.79
KDELC1	0.35
CARS2	-1.17
ARHGAP32	-1.03
STT3A	-1.57
ADAMTS8	-0.55
ACRV1	0.95
ETS1	0.07
SLC37A2	0.34
KLB	-0.43
TMED7	-0.06
APC	-1.61
NREP	-0.18
WDR36	-1.30
OSTF1	-0.27
RFK	-0.73
UBQLN1	0.28
NAA35	-1.44
C9orf40	0.23
ANXA1	-0.59
CTSL	-0.33
TMEM2	-1.34
AGTPBP1	-0.47
GOLM1	-0.73
FAM189A2	-1.08
PSAT1	0.15
ISCA1	-1.14
ADAM19	-0.24
HAVCR2	-0.84
CCNJL	-0.57
TAOK3	0.06
USP30	-0.21
SDS	-0.53
MSI1	-0.78
HNF1A	-0.31
FBXO21	-0.90
TBX3	-0.37
OASL	-0.10
HRK	0.36
RNFT2	-0.56
P2RX4	-0.95
CCDC64	-1.22
DTX1	-0.12
TRAFD1	-0.41
DMTF1	-1.24
OCM2	-0.88
TMEM243	0.28
CCDC146	0.14
TMEM60	0.26
POM121C	-0.25
CD36	0.11
UGT2A3	0.41
CSN2	-0.35
UGT2B28	0.20
PNPLA8	-0.11
HILPDA	-0.19
FAM71F1	-1.54
RINT1	-2.11
SRPK2	-0.97
TES	-0.02
MDFIC	-0.13
MTO1	-0.81
BAI3	0.00
ANKRD6	-0.37
HTR1B	-0.86
KHDC1	0.28
KIAA1009	-0.05
SYNCRIP	-0.69
SNX14	-1.41
NT5E	-0.97
MRAP2	-0.31
EPHA7	-0.19
AKIRIN2	-0.68
ORC3	-2.70
LCA5	-0.79
MAP3K7	0.85
CGA	0.66
GJA10	-0.42
PRR5L	0.03
LMO2	-0.15
PHF21A	-0.76
NAT10	-1.70
EHF	-0.02
ELF5	-0.43
PRRG4	-0.09
CAPRIN1	-1.24
ATP5G2	-0.81
DNAJC14	-1.09
CD63	-0.35
PRPH	-0.98
AVIL	-0.75
AMHR2	-1.36
LACRT	-0.14
GDF11	-0.77
GLS2	0.16
ITGA7	-0.40
TESPA1	-0.37
FAM186B	0.14
RDH5	-0.85
AGAP2	-0.74
BLOC1S1	-0.78
KRT85	0.04
CDK4	-1.33
PPP1R1A	-0.81
TROAP	-0.36
TSPAN31	-1.00
B4GALNT1	-0.39
TFCP2	-0.29
COQ10A	-0.53
FAIM2	-0.98
PAN2	-0.84
ESPL1	-2.24
KRT7	-0.44
ZC3H10	-0.92
HNRNPA1	-1.18
SLC26A10	-0.26
ACVR1B	-2.04
OS9	-0.15
MIP	-0.33
KCNH3	-0.33
LTV1	-1.43
MAP7	-0.03
CD164	0.12
LACE1	-0.25
NHSL1	-0.55
AHI1	-0.11
HEY2	0.12
PKIB	0.49
TAAR5	-0.41
NMBR	0.12
SMPD2	-0.85
MICAL1	0.04
REPS1	-0.99
STX11	-0.94
TEC	0.36
PRADC1	0.13
SEMA4F	-0.38
CCT7	-2.00
EGR4	-0.34
RAB11FIP5	-1.49
SMYD5	-0.70
DYSF	-0.64
CCDC142	-0.65
EMX1	-0.38
KCNMB4	-0.47
USP15	-0.26
GNS	-0.29
CPM	-0.66
MDM2	-1.70
KLHL36	-0.66
BCMO1	-0.40
MPHOSPH6	-1.14
CHST5	0.08
KIAA0513	-0.58
DYNC1LI2	0.17
FBXL8	-0.11
FHOD1	-0.08
CCDC102A	-1.39
SLC9A5	-0.67
AGT	-0.64
ZNF670	-0.24
PCNXL2	-0.44
KCNK1	-0.23
URB2	-2.81
EGLN1	-0.06
CAPN9	-0.64
COG2	-1.20
ABCB10	-0.52
NTPCR	0.02
TAF5L	-1.45
GLUL	0.20
STX6	-0.05
RGS8	-0.60
RNASEL	0.01
DHX9	-2.19
KIAA1614	-0.30
CEP350	-1.92
NPL	0.11
FAM129A	-0.75
PIGC	-1.53
ACBD6	-0.81
LAMC1	-0.18
RC3H1	-1.22
GPR55	-0.69
SP110	-0.19
MRPL44	-0.95
CHRND	-1.34
PAX3	-0.02
DOCK10	-0.83
TTLL4	-0.65
USP37	-2.52
HTR2B	-0.20
ITM2C	-0.57
SLC19A3	-0.36
SERPINE2	0.24
DNAJB2	-0.99
WNT10A	-0.14
TMBIM1	-0.26
CYP27A1	-0.65
EIF4E2	0.46
ARMC9	-0.43
CAB39	-0.77
COX5B	-1.32
REV1	-1.63
TSGA10	-0.03
MFSD9	-0.55
TMEM127	-0.57
EDAR	-0.61
TGFBRAP1	-1.36
GCC2	0.10
MRPS9	-1.64
GPR45	-1.41
C2orf49	-0.92
ANKRD36	0.32
EPC2	-0.93
ARHGEF4	-0.85
ISCU	-1.68
ALDH1L2	-0.88
STAB2	-0.81
USP44	-0.77
SCYL2	-0.22
CKAP4	-0.54
PLXNC1	-0.53
APPL2	-0.41
PWP1	-2.00
DRAM1	0.03
KIAA1033	-0.55
SLC41A2	-0.39
VILL	-0.38
FLNB	-0.69
NEK3	-0.62
PCDH8	-0.02
VPS36	-1.30
RNASEH2B	-1.45
CKAP2	-0.82
LECT1	-0.39
TBC1D4	-0.38
THSD1	-0.06
BORA	-1.65
LRCH1	-0.82
SUCLA2	-0.10
RCBTB1	-0.08
MED4	-1.45
PHF11	0.34
COG3	-1.87
LMO7	-1.20
SCEL	-0.16
ITM2B	0.17
SPRY2	-0.76
NUDT15	-0.22
EDNRB	0.30
RCBTB2	-0.26
LCP1	-0.46
SETDB2	0.05
SCRN1	-0.08
C7orf25	-0.28
TNS3	-0.46
SPDYE1	-0.81
CHST12	-0.11
IGF2BP3	-0.69
GPNMB	-0.36
RAPGEF5	0.44
RAC1	-1.15
KDELR2	0.30
NUPL2	-0.40
IL6	-0.44
ZDHHC4	-1.00
AOAH	-0.26
BZW2	-0.60
DGKB	-0.07
TBRG4	-0.62
DDX56	-2.32
HUS1	-2.20
NACAD	-1.25
C7orf69	-0.31
DBNL	-0.98
CCM2	-0.12
MYO1G	-1.09
TTYH3	-0.69
MMD2	-0.26
CIDEB	0.02
TTC5	-1.47
NKX2-8	-0.02
NKX2-1	-0.03
ZFHX2	-0.69
MTHFS	0.31
ADAMTS7	-0.53
ABHD17C	-0.29
IREB2	-0.74
ALPK3	-0.62
TM6SF1	-0.47
CIB2	-0.81
CALCOCO2	-0.62
RSAD1	-0.95
NMT1	-2.93
MYCBPAP	-0.92
SRSF1	-1.68
VEZF1	-0.16
CHAD	-0.76
TACO1	0.08
TEX2	-1.09
GH2	0.11
CSH1	-0.58
LIMD2	-0.25
BRIP1	-1.69
KAT7	-0.74
RTP4	0.22
ACTL6A	-1.69
NDUFB5	-0.61
MRPL47	-1.56
TRA2B	-0.38
SCN2A	-0.51
TBR1	-0.95
MARCH7	0.05
ERMN	0.11
GALNT5	-0.15
SCN7A	-0.58
TANK	-0.71
BLK	-0.92
GATA4	-0.33
SKIL	-0.27
EPRS	-2.53
HLX	-0.14
VPS45	-1.81
IL10	-0.42
KCTD3	-0.09
RPS6KC1	-0.34
RASSF5	-0.38
CBWD2	-1.67
IL36G	-0.20
IL1RN	-0.37
IL36A	0.22
IL36RN	0.05
IL36B	-0.07
IL1F10	-0.25
CFC1	0.32
SMPD4	0.09
WDR33	-1.91
CCDC115	-1.87
SAP130	-1.29
BIN1	0.13
IMP4	-1.33
HS6ST1	-0.14
UGGT1	0.10
GYPC	-0.23
STAM	-0.40
GAD2	-0.89
ABI1	-0.43
YME1L1	-2.01
DNAJC1	-0.49
NIPSNAP3A	0.28
LRRC8A	-0.08
CDK9	-1.32
TXN	-1.45
ODF2	-0.12
KIAA0368	-0.10
TOR1B	-0.16
C9orf78	-1.85
SMC2	-1.88
KLF4	-0.65
TOR1A	-0.24
RALGPS1	-0.42
FAM129B	-0.32
ST6GALNAC4	-0.25
TMOD1	-0.11
DAB2IP	0.86
STXBP1	-0.20
SLC2A8	-0.26
ANGPTL2	-0.28
CDK5RAP2	-0.83
ZFP37	0.02
SLC31A2	-0.68
SLC31A1	-0.55
TLR4	-0.04
ZNF189	-0.50
ALDOB	-0.25
STX17	-0.26
PRPF4	-1.12
FPGS	-0.19
USP20	-1.27
BAAT	-1.34
KIF12	-0.95
ATP6V1G1	-2.15
TEX10	-3.03
GARNL3	-0.86
MRPL50	-1.43
DPM2	-0.51
WDR38	-0.10
TSTD2	-0.51
GABBR2	-0.66
HEMGN	-0.85
PSMB7	-1.73
NR5A1	-0.57
C9orf156	-0.85
RABEPK	0.05
GOLGA1	-1.21
XPA	-0.81
NCBP1	-1.77
ANP32B	-0.46
PDCL	-1.12
RPL35	-1.53
CTSV	-0.22
LMX1B	-1.35
ARPC5L	-0.18
ENPP2	-0.15
DSCC1	-1.36
DERL1	-0.53
MYC	-1.62
NOV	-0.39
IL33	0.12
TMEM261	-0.55
RANBP6	0.44
POLR1E	-1.43
PLAA	-0.12
IL11RA	-0.87
UBAP2	-1.16
APTX	-0.73
RNF38	-0.79
TLN1	-0.71
CCL21	-0.14
SIT1	-0.41
IFNA21	-0.03
DMRT1	-0.57
DNAJB5	0.16
SPAG8	-0.26
DCTN3	-1.63
CD72	-0.66
TMEM8B	-0.66
GRHPR	-0.35
ALDH1B1	-0.80
HINT2	-0.94
ARHGEF39	-1.08
IGFBPL1	0.05
DENND4C	-0.71
RPS6	-2.21
CNPY3	-0.37
FOXP4	-0.52
PPIL1	-1.01
KLC4	-0.68
KIF13A	-0.79
ZSCAN9	0.28
PIM1	-0.71
GMPR	-0.46
CMTR1	-0.75
TFAP2A	-0.47
SLC22A7	0.06
YIPF3	-0.78
TMEM14B	0.09
TMEM63B	-1.55
FRS3	-0.44
TJAP1	0.16
CAPN11	-0.53
TINAG	-0.07
HCRTR2	0.52
HIST1H2AB	-0.47
KIAA0319	-0.24
IRF4	-0.71
SLC22A23	-0.44
TUBB2A	-0.32
LRRC1	-0.53
GCM1	-0.36
FOXF2	-0.20
BPHL	0.14
RIPK1	-0.54
TUBB2B	-0.32
UQCC2	-0.44
HMGA1	0.30
TCF19	-1.06
FLOT1	-0.92
IER3	-0.75
MDC1	-1.99
PGBD1	0.12
ATAT1	-0.32
TPMT	-0.51
CLPS	-0.43
RNF144B	-0.60
NRM	-0.50
MTCH1	-0.44
VARS2	-1.45
TAF8	-1.54
FAM8A1	-0.55
C6orf52	0.43
FGFBP1	-0.22
FGFBP2	0.69
CPEB2	-0.88
FHDC1	-0.43
TLR2	0.25
MGARP	0.44
TTC29	-0.43
MYO7A	-0.79
FCHSD2	-0.28
ARRB1	-0.33
SLCO2B1	-0.74
PRKRIR	-1.27
ANKRD42	-0.14
IL18BP	0.24
NUMA1	-1.56
CCDC90B	-0.40
SYTL2	-0.34
RAB30	-0.66
CREBZF	-0.13
LRRC32	0.10
PRCP	-0.85
NARS2	-0.92
RNF121	-0.86
MRPL15	-2.01
PI15	-0.89
TTPA	0.46
GGH	-0.44
SLCO5A1	-0.23
SULF1	-1.16
TGS1	-1.66
SDCBP	0.41
NEK1	-0.69
DDX60	-0.04
NXPE4	0.40
SORL1	-0.34
TMPRSS4	0.14
BUD13	-1.73
TRPC6	0.04
MMP7	-0.17
MMP20	-0.33
MMP27	-0.24
C11orf70	-0.06
DCUN1D5	-0.27
YAP1	-1.45
TRIM29	-0.91
BTG4	-0.30
POU2F3	-0.18
RDX	-0.02
PPP2R1B	-0.85
FDX1	-0.68
C11orf1	0.42
FXYD6	-0.03
ARHGAP20	-0.47
FXYD2	-0.12
MMP13	-1.17
TMPRSS13	-1.16
CASP1	-0.04
CASP5	-0.04
ALKBH8	-0.20
MAP2K5	-0.91
UNC13C	-0.03
SQRDL	-0.37
CTDSPL2	-2.23
SLTM	-0.31
THBS1	-0.76
MAPKBP1	-0.34
NUSAP1	-0.73
NDUFAF1	-1.10
KIF23	-2.58
ITGA11	-0.28
CASC5	-1.23
HAUS2	-2.15
RTF1	-2.01
PARP6	-1.10
RPLP1	-1.58
PAQR5	-0.22
LRRC49	-0.32
TUBGCP4	-1.65
RMDN3	-0.59
ITPKA	-1.27
UACA	-0.88
SMAD6	-0.39
PLCB2	-0.91
TMEM62	-0.23
PAK6	-0.68
ADAM10	-1.00
DUOX1	-0.03
SLC28A2	-0.76
STRA6	0.21
CYP19A1	-0.48
ZNF280D	0.35
SEMA6D	-0.31
BCL2L10	0.19
RSL24D1	-1.94
GCOM1	-0.83
GCHFR	-0.53
BCAR3	-0.09
TTLL7	-0.82
FNBP1L	-0.80
CCBL2	-0.17
GTF2B	-2.25
BRDT	0.01
RABGGTB	-1.87
IFI44L	0.10
GIPC2	-0.19
ARHGAP29	-0.54
IFI44	-0.41
SLC44A5	-0.29
CLCA2	-0.16
DNASE2B	0.25
DBT	-0.19
RTCA	0.13
IFT172	-0.70
EPT1	-1.60
CGREF1	-0.12
HADHB	0.40
KHK	-1.01
ADCY3	-1.11
PPM1B	-0.34
PNPT1	-2.10
DYNC2LI1	0.26
LHCGR	0.02
SMEK2	-0.54
THUMPD2	-0.18
CYP1B1	-0.51
SULT6B1	-0.10
RAB1A	-0.07
ACTR2	-1.32
PREB	-2.01
SLC5A6	-0.24
ABCG5	-0.14
PREPL	-0.45
SLC3A1	0.30
EMILIN1	-0.61
FBXO11	-0.91
SIX3	-0.16
ATRAID	-0.13
CENPO	-1.11
LRPPRC	-1.90
TRIM54	-0.29
DTNB	0.07
ACTR1A	-2.25
CYP2C9	0.04
TMEM180	-0.62
CYP2C8	0.61
MYOF	-0.93
LOXL4	-0.84
STAMBPL1	-0.25
CH25H	-0.38
LBX1	-0.66
ATAD1	0.15
BTBD16	0.35
KIF11	-2.80
CUZD1	0.02
TACC2	-0.13
DUSP5	-0.94
CALHM2	-0.51
ARL3	0.28
CEP55	-0.18
KIF20B	-0.39
ENTPD1	-0.67
EXOC6	-0.24
PLCE1	-0.25
RBP4	-0.27
DBR1	-1.14
DNAJC13	-1.27
GPR87	-0.06
ANXA7	-0.52
FAM149B1	-0.85
NCOA4	-0.51
MSMB	-0.63
TIMM23	-1.63
ASCC1	-0.35
PLA2G12B	-0.06
ZNF365	-0.12
OIT3	-0.23
ADAMTS14	-0.44
RPS24	-0.59
TET1	-0.52
MYPN	-0.19
AOX1	-0.04
ATIC	-0.02
SMARCAL1	-0.92
BARD1	-0.56
STAT4	-0.22
MSTN	-0.14
CARF	-0.30
ASNSD1	-1.14
METTL5	-1.13
SSB	0.08
NAB1	-0.12
CDK15	-0.31
PPIG	-0.20
FASTKD1	0.34
MDH1B	-0.14
HECW2	-0.42
IDH1	-0.35
OLA1	-0.14
CIR1	-1.46
SSFA2	-0.77
CHRNA1	-0.33
FAM117B	-0.35
WDR12	-2.09
ABI2	-0.26
ITGAV	-1.10
SLC40A1	-0.73
SLC35A5	0.14
DIRC2	-0.62
SENP7	0.25
GUCA1C	0.23
CCDC54	-0.31
COX17	-0.77
PARP9	-0.39
MNS1	-0.10
USP8	-1.58
SECISBP2L	-0.59
TMOD3	0.17
SPPL2A	0.24
GLCE	-1.08
SHF	0.13
APH1B	-0.25
VWA9	-1.44
CILP	-1.04
PARP16	0.55
PPCDC	-0.76
HCN4	-0.46
SEMA7A	0.00
UBL7	-1.01
ARHGAP24	-0.51
FAM13A	-0.24
HERC3	-0.23
HERC6	-0.40
HERC5	-0.05
PCDH10	-1.31
NDST4	-0.21
AP1AR	-0.31
COPS4	-1.38
HNRNPD	-0.83
PRKG2	-0.66
RASGEF1B	0.15
SEC31A	0.29
FGF5	0.04
AGPAT9	-0.55
IL21	-0.09
FGF2	-0.19
BBS7	-0.19
KIAA1109	-0.77
BMPR1B	-0.30
RAP1GDS1	0.22
LARP1B	-0.26
MMRN1	-0.57
PDE5A	-0.35
PRDM5	-0.22
TRPC3	-0.21
NAAA	-0.18
NUP54	-1.63
CXCL9	0.03
BMP2K	-0.08
G3BP2	0.05
SEPT11	-0.41
FRAS1	-0.54
SCARB2	-0.19
CCNG2	-0.16
CNOT6L	0.44
CDKL2	-0.53
SHROOM3	-0.86
ANXA3	-0.24
PPA2	-1.92
CENPE	-1.42
GSTCD	-0.47
INTS12	-1.28
ENPEP	-0.63
CASP6	0.21
LEF1	0.56
HADH	-0.52
EGF	0.26
PAPSS1	-1.17
SEC24B	-0.64
C4orf17	0.24
PPP3CA	0.22
SLC39A8	-0.63
MTTP	-0.22
FBN2	0.22
MAPK8IP3	-0.40
RGS3	-0.69
GUCD1	-0.65
RNF185	-0.20
KIAA1644	0.03
PARVG	-0.43
B4GALNT3	-0.98
PDE6H	0.14
ERP27	0.35
ETV6	-0.60
GABARAPL1	-0.29
KIF21A	-0.45
CPNE8	0.27
YARS2	-2.76
FGD4	0.27
ALG10	-1.15
PIK3C2G	-0.67
FAM60A	-1.45
