Gene,Annot,IPSC_1_inh,IPSC_2_inh,K562_1_inh,K562_2_inh,IPSC_AV_inh,K562_Av_inh,IPSC_Av_Cut,K562_Av_cut,iPSC_1_cut,iPSC_2_cut,chr,strand.y,Count,tss_id,tss_start,start,TSS_distance,Unique,chr_type,distance,bidirectional,distance_to_neighbour_TSS,max_off_target,crispr_off_target
MLLT11,Other,-0.1382323,0.2732633,0.1208734,-0.2051125,0.0675155,-0.04211955,0.3137101,0.2843725,0.4041774,0.2232428,1,+,1,hg_5190.1,151060410,151060459,49,Unique,Autosomal,close,<1000,838,1,specific
GABPB2,Other,-0.2097215,0.1750036,0.1383616,-0.1089116,-0.01735895,0.014725,-0.3493175,-0.120613285,-0.4395487,-0.2590863,1,+,1,hg_5202.1,151070760,151070774.666667,14.6666666666667,Unique,Autosomal,close,NA,10350,1,specific
SEMA6C,Other,0.120749,0.05900626,0.3559145,-0.06652297,0.08987763,0.144695765,-0.59687125,-0.46584565,-0.957508,-0.2362345,1,-,1,hg_14407.1,151146627,151146567.666667,59.3333333333333,Unique,Autosomal,close,NA,10021,1,specific
TNFAIP8L2,Other,0.5062179,0.6256208,0.9180441,0.6377959,0.56591935,0.77792,-0.3706737,-0.2026047,-0.4797794,-0.261568,1,+,1,hg_5207.1,151156648,151156721.333333,73.3333333333333,Unique,Autosomal,close,NA,9246,1,specific
LYSMD1,Other,0.1796152,0.07988773,-0.4609384,-0.1754068,0.129751465,-0.3181726,0.24418325,0.20124155,0.3396403,0.1487262,1,-,1,hg_14413.1,151165894,151165839,55,Unique,Autosomal,close,<1000,249,1,specific
SCNM1,Other,-0.06779887,-0.3049808,0.5978435,0.06439693,-0.186389835,0.331120215,-0.68111745,-0.36934795,-0.7076126,-0.6546223,1,+,1,hg_5210.1,151166143,151166208.666667,65.6666666666667,Unique,Autosomal,close,<1000,249,1,specific
TMOD4,Other,0.1145732,0.7684175,0.10892400000000001,0.4074129,0.44149535,0.25816845,0.104464802,0.0035138495,0.2076062,0.001323404,1,-,1,hg_14416.1,151175980,151175927,53,Unique,Autosomal,close,NA,9837,1,specific
VPS72,Other,-4.247424,-4.893957,-1.990021,-2.292456,-4.5706905,-2.1412385,-0.5034207,-0.248415685,-0.538047,-0.4687944,1,-,1,hg_14419.1,151190180,151190120,60,Unique,Autosomal,close,NA,8371,1,specific
PIP5K1A,Other,-0.9311726,-1.082242,-0.1580676,0.2190605,-1.0067073,0.03049645,-0.76743485,-0.43809705,-0.7650669,-0.7698028,1,+,1,hg_5216.1,151198551,151198601.333333,50.3333333333333,Unique,Autosomal,close,NA,8371,3,non-specific
PSMD4,CEG,-5.095448,-5.176586,-2.038619,-2.603313,-5.136017,-2.320966,-1.10017715,-1.0787865,-1.280367,-0.9199873,1,+,1,hg_5219.1,151254744,151254780,36,Unique,Autosomal,close,NA,27554,2,non-specific
ZNF687,Other,-0.8210606,-1.038944,-0.1827603,-1.035674,-0.9300023,-0.60921715,-0.69099435,-0.59601095,-0.7947343,-0.5872544,1,+,1,hg_5222.1,151282298,151282346.333333,48.3333333333333,Unique,Autosomal,close,NA,27554,1,specific
PI4KB,Other,-3.619649,-4.475865,-0.8842772,-0.8255521,-4.047757,-0.85491465,-0.7068179,0.18662934,-0.7715574,-0.6420784,1,-,1,hg_14427.1,151327399,151327356.333333,42.6666666666667,Unique,Autosomal,close,NA,19848,1,specific
RFX5,Other,-0.2982996,-0.3935027,0.749532,0.2222533,-0.34590115,0.48589265,-0.54330845,-0.20608759,-0.4097248,-0.6768921,1,-,1,hg_14437.1,151347247,151347201.333333,45.6666666666667,Unique,Autosomal,close,NA,19848,1,specific
SELENBP1,Other,0.05123868,0.1902303,0.3728846,-0.1825818,0.12073449,0.0951514,0.38829425,0.10958261,0.2846185,0.49197,1,-,1,hg_14439.1,151372702,151372647.666667,54.3333333333333,Unique,Autosomal,close,NA,25455,1,specific
PSMB4,CEG,-2.042271,-2.351605,-0.3569997,-1.046581,-2.196938,-0.70179035,-0.8987078,-1.414368,-1.013958,-0.7834576,1,+,1,hg_5227.1,151399572,151399638.333333,66.3333333333333,Unique,Autosomal,close,NA,26870,1,specific
POGZ,Other,-0.8810811,-0.9187428,-0.3063899,-0.216652,-0.89991195,-0.26152095,0.102512834,-0.01023585,0.004070168,0.2009555,1,-,1,hg_14450.1,151459443,151459386.666667,56.3333333333333,Unique,Autosomal,close,NA,51972,1,specific
CGN,Other,-0.07868401,0.0761541,0.1196684,-0.01921421,-0.001264955,0.050227095,-0.33999215,-0.01445945,-0.29555,-0.3844343,1,+,1,hg_5230.1,151511415,151511476,61,Unique,Autosomal,close,NA,28893,1,specific
TUFT1,Other,-0.08124933,-0.02733664,0.1315782,-0.116891,-0.054292985,0.00734360000000001,-0.1464115,-0.078469395,-0.1568743,-0.1359487,1,+,1,hg_5232.1,151540308,151540345.333333,37.3333333333333,Unique,Autosomal,close,NA,28893,1,specific
SNX27,Other,0.05394822,0.06004398,0.3213458,0.5564257,0.0569961,0.43888575,0.3147045,-0.1116266085,0.2783815,0.3510275,1,+,1,hg_5238.1,151612188,151612239.333333,51.3333333333333,Unique,Autosomal,close,NA,71880,1,specific
CELF3,Other,0.03375507,-0.01584233,0.2799395,-0.3247415,0.00895637,-0.022401,0.4512538,0.0856809235,0.6365306,0.265977,1,-,1,hg_14458.1,151716795,151716740,55,Unique,Autosomal,close,NA,4726,1,specific
RIIAD1,Other,-0.5099533,-1.016458,0.7071271,0.2874176,-0.76320565,0.49727235,0.38122475,0.38845,0.379956,0.3824935,1,+,1,hg_5242.1,151721521,151721557.666667,36.6666666666667,Unique,Autosomal,close,NA,4726,1,specific
OAZ3,Other,-0.9577689,-0.7085697,-0.5122438,-0.5288817,-0.8331693,-0.52056275,-0.7036729,-0.05823332,-0.8668335,-0.5405123,1,+,1,hg_5246.1,151762960,151766732.666667,3772.66666666667,Unique,Autosomal,middle,<1000,535,1,specific
MRPL9,Other,-4.182291,-4.639772,-2.842216,-2.004683,-4.4110315,-2.4234495,0.119069695,-0.11799745,0.2411382,-0.00299881,1,-,1,hg_14461.1,151763495,151763446.666667,48.3333333333333,Unique,Autosomal,close,<1000,535,1,specific
TDRKH,Other,-1.378311,-1.063437,-0.2582314,0.1237736,-1.220874,-0.0672289,0.22035975,0.170506,0.2002899,0.2404296,1,-,1,hg_14463.1,151790487,151790431,56,Unique,Autosomal,close,NA,26992,1,specific
RORC,Other,0.1943739,0.2990001,0.1449933,0.05491313,0.246687,0.099953215,-0.0956491,0.020614,-0.1260848,-0.0652134,1,-,1,hg_14464.1,151826062,151831722.333333,5660.33333333333,Unique,Autosomal,far,NA,27599,1,specific
THEM5,Other,-0.02442058,-0.07834641,0.7227296,-0.2343165,-0.051383495,0.24420655,-0.089081758,0.08280871,0.009646384,-0.1878099,1,-,1,hg_14472.1,151853661,151853649.333333,15.6666666666667,Unique,Autosomal,close,NA,27599,1,specific
THEM4,Other,0.03970609,-0.04335869,-0.1764304,-0.1079009,-0.0018263,-0.14216565,-0.34408665,-0.33715665,-0.3925492,-0.2956241,1,-,1,hg_14480.1,151909510,151909466.666667,43.3333333333333,Unique,Autosomal,close,NA,55849,2,non-specific
S100A10,Other,-1.554077,-1.782262,-0.3043949,-0.3268053,-1.6681695,-0.3156001,0.61915795,0.2520481,0.5539745,0.6843414,1,-,1,hg_14510.1,151993858,151993783.666667,74.3333333333333,Unique,Autosomal,close,NA,43145,1,specific
S100A11,Other,-0.8331445,-0.5832518,-0.6183138,0.1928378,-0.70819815,-0.212738,-0.24990965,-0.125081095,-0.1021136,-0.3977057,1,-,1,hg_14522.1,152037003,152036928.666667,74.3333333333333,Unique,Autosomal,close,NA,43145,2,non-specific
TCHHL1,NEG,-0.001373521,0.04401004,0.09478487,-0.2220175,0.0213182595,-0.063616315,-0.4922013,-0.2460205,-0.4539527,-0.5304499,1,-,1,hg_14530.1,152089063,152089000.333333,62.6666666666667,Unique,Autosomal,close,NA,26380,1,specific
TCHH,Other,0.01280796,-0.07555299,0.1847184,-0.1405884,-0.031372515,0.022065,0.57090495,0.4480293,0.6180866,0.5237233,1,-,1,hg_14537.1,152115443,152115374.666667,68.3333333333333,Unique,Autosomal,close,NA,26380,1,specific
RPTN,NEG,0.4795605,0.2261847,0.5545577,0.6799666,0.3528726,0.61726215,0.1844636,0.197378924,0.2375645,0.1313627,1,-,1,hg_14539.1,152159227,152159172.666667,54.3333333333333,Unique,Autosomal,close,NA,43784,1,specific
FLG,Other,-0.09052701,0.1882972,-0.3488156,-0.2723397,0.048885095,-0.31057765,0.4563194,0.1757927,0.5626352,0.3500036,1,-,1,hg_14540.1,152314438,152325163.666667,10725.6666666667,Unique,Autosomal,far,NA,45567,1,specific
FLG2,NEG,-0.007567041,-0.1367917,-0.2201447,-0.6157,-0.0721793705,-0.41792235,0.3004042,0.155370515,0.3167323,0.2840761,1,-,1,hg_14543.1,152360005,152359943.333333,61.6666666666667,Unique,Autosomal,close,NA,45567,1,specific
CRNN,NEG,-0.01584951,0.04632965,0.06561485,-0.1413924,0.01524007,-0.037888775,-0.196239345,0.01608303,-0.3129551,-0.07952359,1,-,1,hg_14564.1,152412164,152414202.666667,2038.66666666667,Unique,Autosomal,middle,NA,52159,1,specific
LCE5A,Other,-0.06818086,-0.009703071,0.003778485,0.1873869,-0.0389419655,0.0955826925,-0.2274224,-0.3221084,-0.1419345,-0.3129103,1,+,1,hg_5302.1,152510802,152510857,55,Unique,Autosomal,close,NA,3679,2,non-specific
CRCT1,Other,0.04552482,0.02379118,0.2556005,-0.3111924,0.034658,-0.02779595,0.25346605,0.22263735,0.2330637,0.2738684,1,+,1,hg_5303.1,152514481,152514518.333333,37.3333333333333,Unique,Autosomal,close,NA,3679,1,specific
LCE3E,Other,0.1416079,0.2378199,0.2577342,0.1832269,0.1897139,0.22048055,-0.71839565,-0.2747609505,-0.8597433,-0.577048,1,-,1,hg_14568.1,152566779,152566724.333333,54.6666666666667,Unique,Autosomal,close,NA,13736,2,non-specific
LCE3D,Other,-0.2328073,-0.2929426,0.6284132,0.1904347,-0.26287495,0.40942395,0.13411555,0.203622325,0.1144119,0.1538192,1,-,1,hg_14569.1,152580515,152580456.666667,58.3333333333333,Unique,Autosomal,close,NA,13736,2,non-specific
LCE3C,Other,-0.344317,-0.3620204,-0.009853187,-0.4795224,-0.3531687,-0.2446877935,0.37375716,-0.2400213,0.6826494,0.06486492,1,+,1,hg_5307.1,152600233,152600271.666667,38.6666666666667,Unique,Autosomal,close,NA,19718,1,specific
LCE2D,Other,-0.6675811,-0.5769995,-0.1999755,-0.1145872,-0.6222903,-0.15728135,0.36858135,0.3073155,0.3362302,0.4009325,1,+,1,hg_5309.1,152663379,152663430.666667,51.6666666666667,Unique,Autosomal,close,NA,34945,1,specific
LCE2A,Other,-0.7045387,-0.605816,0.7313387,0.1843044,-0.65517735,0.45782155,0.067863645,-0.005539845,0.09786307,0.03786422,1,+,1,hg_5310.1,152698324,152698386,62,Unique,Autosomal,close,NA,34945,2,non-specific
KPRP,Other,-1.743714,-1.178539,-0.1238204,0.009543844,-1.4611265,-0.057138278,0.7141605,0.2256576,0.562883,0.865438,1,+,1,hg_5313.1,152758029,152758063,34,Unique,Autosomal,close,NA,18415,1,specific
LCE1F,Other,0.1481402,-0.07799878,-0.0503868,0.6140388,0.03507071,0.281826,-0.811331,-0.2596181,-1.008559,-0.614103,1,+,1,hg_5316.1,152776444,152776496.333333,52.3333333333333,Unique,Autosomal,close,NA,9812,2,non-specific
LCE1E,Other,-0.01806185,0.2525824,0.09192491,-0.02035071,0.117260275,0.0357871,-0.155220935,-0.09776301,-0.2229251,-0.08751677,1,+,1,hg_5318.1,152786256,152786301.333333,45.3333333333333,Unique,Autosomal,close,NA,9812,3,non-specific
LCE1D,Other,-0.1433506,-0.3217052,0.08775569,0.3001686,-0.2325279,0.193962145,0.4862258,0.42224225,0.4624766,0.509975,1,+,1,hg_5319.1,152796720,152796759.666667,39.6666666666667,Unique,Autosomal,close,NA,9930,1,specific
LCE1C,Other,-0.04092072,-0.1179792,0.3532878,-0.3033308,-0.07944996,0.0249785,-0.1135221,-0.4190004,0.1334386,-0.3604828,1,-,1,hg_14573.1,152806650,152806578.666667,71.3333333333333,Unique,Autosomal,close,NA,9930,2,non-specific
LCE6A,Other,0.1235494,0.1713386,0.4684847,0.7987113,0.147444,0.633598,-0.1659678,-0.3090342,-0.1501475,-0.1817881,1,+,1,hg_5322.1,152842855,152842893.666667,38.6666666666667,Unique,Autosomal,close,NA,35440,1,specific
SMCP,Other,0.03061293,0.1606751,0.2902208,0.2161849,0.095644015,0.25320285,1.091936,0.39099375,1.03067,1.153202,1,+,1,hg_5325.1,152878295,152878355,60,Unique,Autosomal,close,NA,29974,1,specific
IVL,Other,0.1150991,0.2154486,0.3786997,0.3723513,0.16527385,0.3755255,0.32304005,0.238238,0.4676389,0.1784412,1,+,1,hg_5328.1,152908269,152908583.333333,314.333333333333,Unique,Autosomal,close,NA,29974,1,specific
SPRR4,NEG,-0.08965379,-0.1021899,-0.1604487,-0.2780584,-0.095921845,-0.21925355,0.35070615,0.455152,0.4121532,0.2892591,1,+,1,hg_5333.1,152970647,152970690.333333,43.3333333333333,Unique,Autosomal,close,NA,13433,1,specific
SPRR1A,Other,0.2124886,-0.08267918,0.2334002,-0.0177133,0.06490471,0.10784345,0.9588139,0.67221015,0.8024508,1.115177,1,+,1,hg_5334.1,152984080,152984111.333333,31.3333333333333,Unique,Autosomal,close,NA,13433,1,specific
SPRR3,Other,-0.3047403,-0.4916839,0.1623596,-0.6970759,-0.3982121,-0.26735815,0.87920345,0.3553254,0.9580043,0.8004026,1,+,1,hg_5338.1,153001748,153001785.333333,37.3333333333333,Unique,Autosomal,close,NA,17668,2,non-specific
SPRR1B,Other,0.002088741,0.07687772,-0.3805415,0.1497728,0.0394832305,-0.11538435,0.374607,0.34881625,0.5845708,0.1646432,1,+,1,hg_5368.1,153031032,153031235,203,Unique,Autosomal,close,NA,10086,2,non-specific
SPRR2D,Other,-0.069373,0.205462,0.2014757,0.1701576,0.0680445,0.18581665,0.4857793,0.32594345,0.5104374,0.4611212,1,-,1,hg_14586.1,153041118,153041044.333333,73.6666666666667,Unique,Autosomal,close,NA,10086,1,specific
SPRR2A,Other,0.241175,0.375797,0.2990615,0.09192383,0.308486,0.195492665,0.35813415,0.29025925,0.3566613,0.359607,1,-,1,hg_14588.1,153057511,153057472.666667,38.3333333333333,Unique,Autosomal,close,NA,14098,6,non-specific
SPRR2B,Other,0.2959562,0.3537144,0.140983,0.06610075,0.3248353,0.103541875,-0.7961103,-0.48120765,-0.8688244,-0.7233962,1,-,1,hg_14589.1,153071609,153071560.666667,48.3333333333333,Unique,Autosomal,close,NA,14098,6,non-specific
SPRR2E,Other,-0.1370929,0.1174733,-0.306183,-0.1859527,-0.00980979999999999,-0.24606785,-0.8749016,-0.5271613,-0.7519001,-0.9979031,1,-,1,hg_14591.1,153094524,153094460.666667,63.3333333333333,Unique,Autosomal,close,NA,18990,5,non-specific
SPRR2F,Other,-0.2170981,-0.05090244,0.4366629,-0.09964586,-0.13400027,0.16850852,0.95341995,0.41675665,0.8723699,1.03447,1,-,1,hg_14592.1,153113514,153113454.666667,59.3333333333333,Unique,Autosomal,close,NA,18990,1,specific
SPRR2G,Other,-0.2098314,-0.2535365,0.1306526,-0.2138265,-0.23168395,-0.04158695,0.55196455,0.27178,0.5761665,0.5277626,1,-,1,hg_14601.1,153150889,153150788.666667,100.333333333333,Unique,Autosomal,close,NA,37375,1,specific
LELP1,Other,-1.637343,-1.446039,0.03843799,0.2077904,-1.541691,0.123114195,0.3591175,0.2112848,0.4964645,0.2217705,1,+,1,hg_5376.1,153203429,153203468.666667,39.6666666666667,Unique,Autosomal,close,NA,14154,1,specific
PRR9,Other,0.5959415,0.7412135,1.288785,0.527259,0.6685775,0.908022,0.40622275,0.27431685,0.3769485,0.435497,1,+,1,hg_5381.1,153217583,153217620.333333,37.3333333333333,Unique,Autosomal,close,NA,14154,1,specific
LOR,NEG,0.1850982,0.2797081,0.2010257,0.1933016,0.23240315,0.19716365,0.5529043,0.28634859,0.5507698,0.5550388,1,+,1,hg_5382.1,153259686,153259720,34,Unique,Autosomal,close,NA,42103,1,specific
PGLYRP4,Other,-0.222817,0.06019346,-0.04865329,-0.655681,-0.08131177,-0.352167145,0.39446525,0.3030884,0.5271124,0.2618181,1,-,1,hg_14606.1,153348802,153348755,47,Unique,Autosomal,close,NA,9051,1,specific
S100A9,Other,-1.569447,-1.87965,-0.7668247,-0.753055,-1.7245485,-0.75993985,-0.1975975,-0.086874933,-0.2368717,-0.1583233,1,+,1,hg_5384.1,153357853,153357906.666667,53.6666666666667,Unique,Autosomal,close,NA,9051,1,specific
S100A12,Other,0.1211673,0.4185148,0.2928504,0.02975361,0.26984105,0.161302005,-0.10000266,0.11952636,-0.2204891,0.02048378,1,-,1,hg_14611.1,153374522,153375537,1015,Unique,Autosomal,middle,NA,15551,1,specific
S100A8,Other,0.1844409,0.3742114,0.562674,0.5377069,0.27932615,0.55019045,-0.13702811,0.16043986,-0.2499461,-0.02411012,1,-,1,hg_14619.1,153390073,153391017.333333,944.333333333333,Unique,Autosomal,close,NA,15551,1,specific
S100A7A,NEG,-0.01120715,-0.176795,-0.3940331,-0.292996,-0.094001075,-0.34351455,0.30509455,0.10247199,0.3332314,0.2769577,1,+,1,hg_5396.1,153416521,153416570.666667,49.6666666666667,Unique,Autosomal,close,NA,26448,2,non-specific
S100A7,Other,0.05167392,-0.1039789,0.03210945,-0.09424164,-0.02615249,-0.031066095,0.8347687,0.49991735,0.8197172,0.8498202,1,-,1,hg_14628.1,153457868,153460584.333333,2716.33333333333,Unique,Autosomal,middle,NA,41347,1,specific
S100A6,Other,0.1180263,0.2007579,-0.05978122,0.1079551,0.1593921,0.02408694,-0.44523495,-0.2986495,-0.558978,-0.3314919,1,-,1,hg_14639.1,153535990,153535933.666667,56.3333333333333,Unique,Autosomal,close,NA,4937,1,specific
S100A5,Other,-0.1075864,-0.2287945,-0.5161224,0.2138846,-0.16819045,-0.1511189,0.45393805,0.28657825,0.4299241,0.477952,1,-,1,hg_14642.1,153540927,153540855,72,Unique,Autosomal,close,NA,4878,1,specific
S100A4,Other,0.05221473,0.2662848,0.2590964,0.4095879,0.159249765,0.33434215,0.83944375,0.5286814,0.9343095,0.744578,1,-,1,hg_14649.1,153545805,153545718.333333,86.6666666666667,Unique,Autosomal,close,NA,2685,1,specific
S100A3,Other,0.142808,0.151919,0.4130033,0.07877668,0.1473635,0.24588999,0.04662872,0.075421265,0.04225235,0.05100509,1,-,1,hg_14652.1,153548490,153549188,698,Unique,Autosomal,close,NA,2685,1,specific
S100A2,Other,0.04511324,0.08664427,0.1994052,-0.1216276,0.065878755,0.0388888,-0.20457196,-0.109411635,-0.07548522,-0.3336587,1,-,1,hg_14662.1,153563777,153565483.333333,1706.33333333333,Unique,Autosomal,middle,NA,15287,1,specific
S100A16,Other,-0.7895757,-0.6025305,-0.1924438,0.2395393,-0.6960531,0.02354775,-0.0023200027,-0.002757016,-5.676704e-4,-0.004072335,1,-,1,hg_14684.1,153613001,153612957,44,Unique,Autosomal,close,NA,3322,1,specific
S100A14,Other,-0.06598498,-0.1053377,-0.2520485,0.09490375,-0.08566134,-0.078572375,0.68049215,0.37653735,0.6508888,0.7100955,1,-,1,hg_14692.1,153616323,153616266,57,Unique,Autosomal,close,NA,3322,1,specific
S100A13,Other,-0.6780085,-0.6267136,0.3082503,0.4032421,-0.65236105,0.3557462,-0.075233725,0.0682858,-0.1642246,0.01375715,1,-,1,hg_14702.1,153627504,153627453.333333,50.6666666666667,Unique,Autosomal,close,<1000,933,1,specific
S100A1,Other,-0.3290818,-0.1995646,-0.5742928,-0.2184765,-0.2643232,-0.39638465,0.123968145,0.0494421,0.04198459,0.2059517,1,+,1,hg_5413.1,153628437,153628498.666667,61.6666666666667,Unique,Autosomal,close,<1000,933,1,specific
CHTOP,Other,-0.1947753,-0.3364637,-0.6970625,-0.3745684,-0.2656195,-0.53581545,-0.54259135,-0.21031347,-0.4476676,-0.6375151,1,+,1,hg_5419.1,153634079,153634115.666667,36.6666666666667,Unique,Autosomal,close,NA,5642,1,specific
SNAPIN,Other,-0.2442583,0.06460306,0.7242668,-0.4453492,-0.08982762,0.1394588,-0.2973653,-0.3298134,-0.1812421,-0.4134885,1,+,1,hg_5422.1,153658704,153658750.333333,46.3333333333333,Unique,Autosomal,close,NA,12282,1,specific
ILF2,Other,-5.344496,-4.994205,-2.839736,-2.771668,-5.1693505,-2.805702,-0.2917277,-0.28725405,-0.3907287,-0.1927267,1,-,1,hg_14717.1,153670986,153670912.666667,73.3333333333333,Unique,Autosomal,close,NA,7660,1,specific
NPR1,Other,-1.164058,-0.6146623,0.04328489,0.0530691,-0.88936015,0.048176995,-0.16069135,-0.2207238,-0.1612582,-0.1601245,1,+,1,hg_5428.1,153678646,153678676,30,Unique,Autosomal,close,NA,7660,1,specific
INTS3,CEG,-5.53967,-5.165848,-3.928564,-2.82544,-5.352759,-3.377002,-0.92715275,-0.7994098,-1.120316,-0.7339895,1,+,1,hg_5436.1,153728049,153728086.666667,37.6666666666667,Unique,Autosomal,close,NA,47243,1,specific
SLC27A3,Other,0.1125867,0.04016496,0.4289424,-0.7394153,0.07637583,-0.15523645,0.00117241,0.33703835,-0.05213335,0.05447817,1,+,1,hg_5446.1,153775292,153775452.333333,160.333333333333,Unique,Autosomal,close,NA,47243,1,specific
GATAD2B,Other,-1.116388,-0.9253225,-0.954381,-0.76626590000000006,-1.02085525,-0.86032345,0.2420447,0.2847325,0.1031781,0.3809113,1,-,1,hg_14736.1,153922971,153922893.666667,77.3333333333333,Unique,Autosomal,close,NA,23746,1,specific
DENND4B,Other,-0.06801367,0.01190504,-0.3449595,-0.05959961,-0.028054315,-0.202279555,0.47675345,0.102663325,0.5149077,0.4385992,1,-,1,hg_14743.1,153946717,153945182.666667,1534.33333333333,Unique,Autosomal,middle,NA,11876,1,specific
CRTC2,Other,-1.63469,-1.864402,0.5580499,-0.2482631,-1.749546,0.1548934,-0.333158,-0.3013879,-0.4546994,-0.2116166,1,-,1,hg_14747.1,153958593,153958523.666667,69.3333333333333,Unique,Autosomal,close,NA,4943,1,specific
SLC39A1,Other,0.05433518,0.3071623,0.6468062,0.3062787,0.18074874,0.47654245,0.2537605,0.251233595,0.3612267,0.1462943,1,-,1,hg_14754.1,153963536,153963482.333333,53.6666666666667,Unique,Autosomal,close,NA,4365,1,specific
CREB3L4,Other,0.05950763,0.1556494,0.3011112,0.4303991,0.107578515,0.36575515,0.5899044,0.3280932,0.550537,0.6292718,1,+,1,hg_5458.1,153967901,153967936.333333,35.3333333333333,Unique,Autosomal,close,NA,4365,1,specific
JTB,Other,-0.6571964,-0.6675774,-2.039405,-2.309503,-0.6623869,-2.174454,0.59084545,-0.0264801,0.7875331,0.3941578,1,-,1,hg_14762.1,153977673,153977620.666667,52.3333333333333,Unique,Autosomal,close,NA,8622,1,specific
RAB13,Other,-0.6514163,-0.6362207,0.4880472,0.1253528,-0.6438185,0.3067,-0.7513223,-0.7151504,-0.811142,-0.6915026,1,-,1,hg_14769.1,153986295,153986282.333333,12.6666666666667,Unique,Autosomal,close,NA,4466,2,non-specific
RPS27,Other,-5.152746,-4.883956,-3.583907,-3.483757,-5.018351,-3.533832,-1.199515,-1.0391401,-1.185804,-1.213226,1,+,1,hg_5464.1,153990761,153990804.333333,43.3333333333333,Unique,Autosomal,close,NA,4466,12,non-specific
NUP210L,Other,-0.03475309,-0.428144,-0.4443885,-0.2888304,-0.231448545,-0.36660945,-0.035419445,0.0031634,-0.1275533,0.05671441,1,-,1,hg_14776.1,154155050,154155004.333333,45.6666666666667,Unique,Autosomal,close,NA,28157,1,specific
TPM3,Other,0.1381986,0.153911,-0.06118168,-0.7746809,0.1460548,-0.41793129,-0.3656899,-0.18457665,-0.5477231,-0.1836567,1,-,1,hg_14786.1,154183207,154183162,45,Unique,Autosomal,close,NA,23125,3,non-specific
C1orf189,Other,0.08879823,0.03648679,0.1524014,-0.1475277,0.06264251,0.00243684999999999,-0.33996105,-0.07382511,-0.4945613,-0.1853608,1,-,1,hg_14790.1,154206332,154206270.333333,61.6666666666667,Unique,Autosomal,close,NA,14243,1,specific
C1orf43,Other,-1.757707,-1.969276,-0.7216627,-1.067256,-1.8634915,-0.89445935,0.09686609,0.198952,0.1262784,0.06745378,1,-,1,hg_14796.1,154220575,154220507.666667,67.3333333333333,Unique,Autosomal,close,<1000,382,1,specific
UBAP2L,Other,-1.685985,-1.870912,-1.104173,-1.102903,-1.7784485,-1.103538,-0.7283549,-0.53307114,-1.104499,-0.3522108,1,+,1,hg_5471.1,154220957,154220990.333333,33.3333333333333,Unique,Autosomal,close,<1000,382,1,specific
